"Les Rezéens et le bruit du trafic aérien"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"Détails de la soumission"|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""|""
"Séquentiel"|"SID"|"Heure de soumission"|"Heure de complétion"|"Heure de modification"|"Brouillon"|"Adresse IP"|"UID"|"Nom d'utilisateur"|"1/ En pensant aux 12 derniers mois, lorsque vous êtes chez vous, dans quelle mesure le bruit des avions vous gêne-t-il ?"|"2/ En pensant aux 12 derniers mois, lorsque vous êtes chez vous, durant la nuit ou lorsque vous souhaitez dormir, dans quelle mesure le bruit des avions vous gêne-t-il ?"|"3/ Êtes-vous... "|"4/ Quelle est votre tranche d'âge ?"|"5/ En ce qui concerne le bruit en général, estimez-vous que par rapport aux personnes de votre entourage, vous êtes..."|"6/ Dans quel quartier habitez-vous ?"|"7/ Êtes-vous situés ""oui"" ou ""non"" dans la zone III du Plan de Gêne Sonore ? "|" Souhaitez-vous nous faire part de vos commentaires sur cette enquête ou plus généralement sur le bruit des avions ?"
"687"|"22388695"|"15/06/2024 - 17:03"|"15/06/2024 - 17:03"|"15/06/2024 - 17:03"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"une femme"|"25-39"|"aussi sensible"|"La Houssais"|"Oui"|"Le plus gênant en terme de pollution sonore, c'est tôt le matin et tard le soir, après 22h. Étions situé sur la zone de décollage. Il me semble que les horaires ne sont pas respectés..."
"688"|"22389754"|"15/06/2024 - 19:44"|"15/06/2024 - 19:44"|"15/06/2024 - 19:44"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Légèrement"|""|"une femme"|"25-39"|"beaucoup moins sensible"|"Rezé-Hôtel de ville"|"Non"|"Les avions font pas mal de bruit malheureusement on s’habitue donc on ne les entend quasiment plus à force "
"689"|"22389779"|"15/06/2024 - 19:47"|"15/06/2024 - 19:47"|"15/06/2024 - 19:47"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Moyennement"|"un homme"|"40-54"|"aussi sensible"|"Ragon"|"Non"|""
"690"|"22390043"|"15/06/2024 - 20:34"|"15/06/2024 - 20:34"|"15/06/2024 - 20:34"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Légèrement"|"Légèrement"|"une femme"|"25-39"|"aussi sensible"|"La Blordière"|"Non"|""
"691"|"22391574"|"16/06/2024 - 09:00"|"16/06/2024 - 09:00"|"16/06/2024 - 09:00"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"un homme"|"55-64"|"aussi sensible"|"La Blordière"|"Non"|"Je suis surpris de constater que le plan de gène ne comprend pas le quartier Blordiere, alors que des avions survolent régulièrement en phase de décollage notre quartier. Je suis contraint de fermer la fenêtre le matin à partir de 06h30 pour ne pas subir cette pollution sonore.
Je suis favorable à l allongement « du couvre-feu » de 22h30 à 07h30 afin de limiter la pollution sonore du trafic aérien d une part et d autre part souhaiterait la mise en place d un plafond du nombre de décollages / jour pour limiter la pollution de l air.
"
"692"|"22391643"|"16/06/2024 - 09:15"|"16/06/2024 - 09:15"|"16/06/2024 - 09:15"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Légèrement"|"Moyennement"|"un homme"|"40-54"|"un peu plus sensible"|"Pont-Rousseau"|"Non"|"Nous habitons près de l’église Saint-Paul.
Les avions ne sont vraiment gênant que le matin avec les premiers décollages à 6h.
Plus généralement c’est le décollage que l’on entend, jamais les avions en approche pour l’atterrissage."
"693"|"22391687"|"16/06/2024 - 09:26"|"16/06/2024 - 09:26"|"16/06/2024 - 09:26"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Pas du tout"|"Moyennement"|"une femme"|"40-54"|"un peu plus sensible"|"Pont-Rousseau"|"Non"|""
"694"|"22391824"|"16/06/2024 - 09:51"|"16/06/2024 - 09:51"|"16/06/2024 - 09:51"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Beaucoup"|"un homme"|"65-79"|"aussi sensible"|"Ragon"|"Non"|"Pourquoi des vols à basse altitude de 6h à 6h30 ?"
"695"|"22392135"|"16/06/2024 - 10:37"|"16/06/2024 - 10:37"|"16/06/2024 - 10:37"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Légèrement"|"un homme"|"40-54"|"beaucoup plus sensible"|"Château"|"Non"|"Bonjour.
Ma sensibilité aux bruits aérien est partagée.  Lors de nos activités dans le jardin, nous devons cesser nos conversations, car inodibles.  Le morceau de ma rue est au bord de la zone 3."
"696"|"22392409"|"16/06/2024 - 11:12"|"16/06/2024 - 11:12"|"16/06/2024 - 11:12"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Légèrement"|"une femme"|"40-54"|"beaucoup moins sensible"|"La Houssais"|"Non"|""
"697"|"22392668"|"16/06/2024 - 11:50"|"16/06/2024 - 11:50"|"16/06/2024 - 11:50"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Pas du tout"|"une femme"|"55-64"|"beaucoup plus sensible"|"La Blordière"|"Non"|""
"698"|"22392951"|"16/06/2024 - 12:36"|"16/06/2024 - 12:36"|"16/06/2024 - 12:36"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Pas du tout"|"une femme"|"40-54"|"aussi sensible"|"Trentemoult-les Isles"|"Non"|"Prenez en compte le fait qu'avec le temps épouvantable des derniers mois on a été beaucoup moins dehors qu'à l'accoutumée, ce qui réduit fortement le sentiment de gêne,  bien plus fort dehors que dans les maisons et appartements.  "
"699"|"22393474"|"16/06/2024 - 14:14"|"16/06/2024 - 14:14"|"16/06/2024 - 14:14"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Beaucoup"|"une femme"|"40-54"|"aussi sensible"|"Rezé-Hôtel de ville"|"Non"|""
"700"|"22393558"|"16/06/2024 - 14:28"|"16/06/2024 - 14:28"|"16/06/2024 - 14:28"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"une femme"|"55-64"|"beaucoup plus sensible"|"Autre"|"Oui"|"15 années de bruit de décollage et sur les 4 dernières encore plus, ayant déménagé rue Nicolas copernic.
On devient irritable. Quand le geste et la parole ponctuent chaque passage d’avions, ça devient infernal… La qualité du sommeil est complètement dégradée, réveil tous les jours à 6h11 et décollage en dehors des heures autorisées le soir. C’est épuisant. Un jardin dans lequel on ne va plus, impossible de manger dehors. Les fenêtres que l’on ferme rapidement pour avoir le bruit moindre mais encore gênant. J’ai été obligé de faire appel à des professionnels de santé pour arriver à gérer différemment mon comportement par rapport à cette nuisance sonore. Depuis 4 ans je rêve d’une sieste dans mon jardin… "
"701"|"22394042"|"16/06/2024 - 15:48"|"16/06/2024 - 15:48"|"16/06/2024 - 15:48"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Extrêmement"|"une femme"|"25-39"|"beaucoup moins sensible"|"Trentemoult-les Isles"|""|"Beaucoup d'avions bé respecte pas le couvre feu même si c'est moins qu'avant "
"702"|"22394045"|"16/06/2024 - 15:48"|"16/06/2024 - 15:48"|"16/06/2024 - 15:48"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Beaucoup"|"une femme"|"25-39"|"un peu plus sensible"|"Château"|"Oui"|""
"703"|"22394061"|"16/06/2024 - 15:50"|"16/06/2024 - 15:50"|"16/06/2024 - 15:50"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"un homme"|"25-39"|"aussi sensible"|"La Houssais"|"Oui"|""
"704"|"22394114"|"16/06/2024 - 15:59"|"16/06/2024 - 15:59"|"16/06/2024 - 15:59"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Beaucoup"|"un homme"|"65-79"|"un peu moins sensible"|"Ragon"|""|"Le bruit des avions sont de plus en plus bruyant le soir de plus en plus tard 11h30 le matin c'est 6h15 la cocéta ne fait rien les amendes bla bla

"
"705"|"22394959"|"16/06/2024 - 17:51"|"16/06/2024 - 17:51"|"16/06/2024 - 17:51"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Beaucoup"|"une femme"|"40-54"|"aussi sensible"|"La Houssais"|"Oui"|"Cela commence trop tôt le matin et  fréquence très élevée le dimanche après midi."
"706"|"22395002"|"16/06/2024 - 17:58"|"16/06/2024 - 17:58"|"16/06/2024 - 17:58"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Moyennement"|"un homme"|"mois de 18 ans"|"un peu moins sensible"|"La Houssais"|"Oui"|"Les avions décolle trop tôt et arrête trop tard car il ne respecte pas toujours la loi du décollage interdit entre 22 heures et 6 heures "
"707"|"22396657"|"16/06/2024 - 20:23"|"16/06/2024 - 20:23"|"16/06/2024 - 20:23"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"une femme"|"65-79"|"beaucoup plus sensible"|"Château"|"Non"|"N'ayant pas de double vitrage mais des simples vitrages je suis très impactee par le bruit des avions puisque je vois et entend le bruit des moteurs  d'avions ✈️ qui prennent leur envol et ceux qui descendent pour atterrir à l'aéroport de Nantes Atlantique. Dans mon jardin on ne s'entend plus. Je n'ai pas eu recours à la prim renov car j'ai été spoliée par ce système lors de mon changement de chaudière...."
"708"|"22396968"|"16/06/2024 - 20:56"|"16/06/2024 - 20:56"|"16/06/2024 - 20:56"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"une femme"|"25-39"|"un peu plus sensible"|"La Blordière"|"Non"|""
"709"|"22397204"|"16/06/2024 - 21:18"|"16/06/2024 - 21:18"|"16/06/2024 - 21:18"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"un homme"|"40-54"|"aussi sensible"|"Ragon"|"Non"|""
"710"|"22397372"|"16/06/2024 - 21:36"|"16/06/2024 - 21:36"|"16/06/2024 - 21:36"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Beaucoup"|"une femme"|"25-39"|"un peu plus sensible"|"Pont-Rousseau"|"Non"|"Bonjour,
Merci d’avoir pris soin de mener cette enquête.
Cela fait 1,5 an que je réside sur Rezé, et je constate une dégradation des nuisances en dehors des heures autorisées de vol.
Il s’agit bien de ce fléau qui me pousse à répondre à votre enquête.
Bien cordialement "
"711"|"22397486"|"16/06/2024 - 21:48"|"16/06/2024 - 21:48"|"16/06/2024 - 21:48"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Extrêmement"|"une femme"|"55-64"|"aussi sensible"|"Ragon"|"Oui"|"Quand il fait beau le décollage en continu des avions à 6 h du matin nous réveille systématiquement."
"712"|"22397589"|"16/06/2024 - 22:00"|"16/06/2024 - 22:00"|"16/06/2024 - 22:00"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"un homme"|"55-64"|"aussi sensible"|"Ragon"|"Oui"|"C'est principalement le matin entre 6h et 8h (9h le weekend) que le bruit du décollage des le plus gênant"
"713"|"22402499"|"17/06/2024 - 10:25"|"17/06/2024 - 10:25"|"17/06/2024 - 10:25"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"un homme"|"18-24"|"aussi sensible"|"Ragon"|"Oui"|"Il est quasiment impossible de rester dans le jardin sans être constamment dérangé par des avions. Le bruit est vraiment fort."
"714"|"22406139"|"17/06/2024 - 12:13"|"17/06/2024 - 12:13"|"17/06/2024 - 12:13"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Beaucoup"|"un homme"|"55-64"|"aussi sensible"|"Ragon"|"Non"|"Bonjour 
Au lieu d’augmenter nos impôts fonciers à outrance, allez plutôt taxer ces avions qui polluent notre environnement et notre air et qui ne paient aucune taxe sur le Kérosène."
"715"|"22407775"|"17/06/2024 - 13:31"|"17/06/2024 - 13:31"|"17/06/2024 - 13:31"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Moyennement"|"une femme"|"65-79"|"un peu plus sensible"|"La Houssais"|"Non"|"Je ne comprends pas pourquoi mon quartier n'est pas dans la zone du plan ""gêne sonore"" puisque lorsque je suis dans mon jardin, si un avion passe ( et je le vois bien) nous arrêtons de parler..."
"716"|"22407843"|"17/06/2024 - 13:33"|"17/06/2024 - 13:33"|"17/06/2024 - 13:33"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Extrêmement"|"une femme"|"25-39"|"un peu moins sensible"|"La Houssais"|"Non"|"Le bruit des avions s'est accentué ces derniers mois au dessus de notre quartier : derrière le collège Petite Lande"
"717"|"22409288"|"17/06/2024 - 14:23"|"17/06/2024 - 14:23"|"17/06/2024 - 14:23"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"une femme"|"55-64"|"aussi sensible"|"Pont-Rousseau"|"Non"|"Lorsque nous avons emménagé il y a 20 ans quartier saint Paul à Reze , nous n’avions pas les avions au  décollage. Depuis 2020 c’est plusieurs fois par jour et survolent notre habitation 
 "
"718"|"22409395"|"17/06/2024 - 14:27"|"17/06/2024 - 14:27"|"17/06/2024 - 14:27"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"une femme"|"65-79"|"aussi sensible"|"Rezé-Hôtel de ville"|"Non"|"Nous habitons en bordure de la Jaguère  au milieu de la rue Clément Bachelier,  en limite des Couets et du PGS - mais les nuisances que nous subissons ne sont pas reconnues.
C'est inadmissible, car au milieu de cette rue nous subissons les nuisances des décollages et des atterrissages"
"719"|"22410240"|"17/06/2024 - 14:53"|"17/06/2024 - 14:53"|"17/06/2024 - 14:53"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"un homme"|"65-79"|"un peu moins sensible"|"Rezé-Hôtel de ville"|"Non"|"Habitant à la limite de la zone 3 ( rue Clément Bachelier) nous subissons les décollages et les atterrissages des avions avec des niveaux sonores élevés."
"720"|"22413882"|"17/06/2024 - 16:48"|"17/06/2024 - 16:48"|"17/06/2024 - 16:48"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"une femme"|"55-64"|"un peu moins sensible"|"Château"|"Non"|"Tous les matins réveil à 6h15 par plusieurs décollages à la suite."
"721"|"22417324"|"17/06/2024 - 19:32"|"17/06/2024 - 19:32"|"17/06/2024 - 19:32"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"un homme"|"25-39"|"aussi sensible"|"La Houssais"|"Non"|""
"722"|"22417863"|"17/06/2024 - 20:15"|"17/06/2024 - 20:15"|"17/06/2024 - 20:15"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"un homme"|"25-39"|"aussi sensible"|"La Houssais"|"Non"|""
"723"|"22420383"|"17/06/2024 - 23:51"|"17/06/2024 - 23:51"|"17/06/2024 - 23:51"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Légèrement"|"une femme"|"40-54"|"aussi sensible"|"Ragon"|"Non"|"- parfois dépassement du couvre feu après minuit.
"
"724"|"22420600"|"18/06/2024 - 01:00"|"18/06/2024 - 01:00"|"18/06/2024 - 01:00"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Légèrement"|"Légèrement"|"une femme"|"40-54"|"beaucoup plus sensible"|"Trentemoult-les Isles"|"Non"|"Pas possible de dormir la fenêtre ouverte sans être réveillée. Quand la fenêtre est fermée, les avions me réveillent parfois. "
"725"|"22420609"|"18/06/2024 - 01:03"|"18/06/2024 - 01:03"|"18/06/2024 - 01:03"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Légèrement"|"Pas du tout"|"un homme"|"40-54"|"aussi sensible"|"Pont-Rousseau"|"Oui"|""
"726"|"22421278"|"18/06/2024 - 07:46"|"18/06/2024 - 07:46"|"18/06/2024 - 07:46"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"une femme"|"40-54"|"aussi sensible"|"Château"|"Oui"|"Nous entendons les avions au décollage, si nous sommes dans le jardin, nous ne pouvons pas continuer notre conversation "
"727"|"22422228"|"18/06/2024 - 08:53"|"18/06/2024 - 08:53"|"18/06/2024 - 08:53"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"un homme"|"55-64"|"aussi sensible"|"La Houssais"|"Non"|"Bonjour,
Nous habitons (2 personnes) quartier du chêne creux a Rezé depuis 2004.
Nous avons assisté à un changement de trajectoire des avions au décollage depuis 2004.
Auparavant ils passaient plus au dessus du périphérique nantais.
Maintenant beaucoup d'avions survolent le quartier de La Houssais ou du Chêne Creux, pour faire une courbe entrante ensuite.
Pourquoi ce changement de trajectoire???
Merci."
"728"|"22423218"|"18/06/2024 - 09:31"|"18/06/2024 - 09:31"|"18/06/2024 - 09:31"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"un homme"|"55-64"|"un peu moins sensible"|"La Houssais"|"Non"|"La dispersion des trajectoires au décollage est générateur de bruit important sur des zones fortement habitées. Il faut imposer des trajectoires survolant des zones de moindre gêne, telle que le périphérique par exemple, tant que les avions n'ont pas atteint une altitude suffisante."
"729"|"22423429"|"18/06/2024 - 09:39"|"18/06/2024 - 09:39"|"18/06/2024 - 09:39"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"une femme"|"55-64"|"aussi sensible"|"La Houssais"|"Non"|"-  Respect et extension du couvre-feu. Pas toujours maintenu dans le règlement.
- le couloir aérien pas toujours respecté également. Nous avons constaté depuis le refus de notre dame des landes, une augmentation considérable des vols aériens au dessus de nos têtes.
"
"730"|"22435201"|"18/06/2024 - 16:53"|"18/06/2024 - 16:53"|"18/06/2024 - 16:53"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Moyennement"|"un homme"|"25-39"|"aussi sensible"|"Ragon"|"Non"|""
"731"|"22436747"|"18/06/2024 - 18:03"|"18/06/2024 - 18:03"|"18/06/2024 - 18:03"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"une femme"|"55-64"|"aussi sensible"|"La Houssais"|"Non"|"Bonjour,
Les avions me gènent énormément dans mon sommeil"
"732"|"22437060"|"18/06/2024 - 18:23"|"18/06/2024 - 18:23"|"18/06/2024 - 18:23"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Moyennement"|"un homme"|"40-54"|"aussi sensible"|"Château"|"Non"|"Les avions sortent régulièrement de leurs couloirs. Ce qui fait que nous ressentons régulièrement les inconvénients liés a la zone 3. Sauf, que dans notre cas nous ne bénéficions d'aucune aide pour réaliser des aménagements phoniques chez nous. Je trouve globalement que la zone verte n'est pas très généreuse. En ai également fait l'expérience dans le centre de Bouguenais. "
"733"|"22437065"|"18/06/2024 - 18:23"|"18/06/2024 - 18:23"|"18/06/2024 - 18:23"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"une femme"|"40-54"|"aussi sensible"|"Ragon"|"Oui"|""
"734"|"22437485"|"18/06/2024 - 18:53"|"18/06/2024 - 18:53"|"18/06/2024 - 18:53"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Légèrement"|"un homme"|"40-54"|"aussi sensible"|"Trentemoult-les Isles"|"Non"|""
"735"|"22440021"|"18/06/2024 - 22:23"|"18/06/2024 - 22:23"|"18/06/2024 - 22:23"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Pas du tout"|"Pas du tout"|"une femme"|"25-39"|"aussi sensible"|"Château"|"Non"|"Je travaille à côté de l’aéroport donc suis potentiellement habituée au bruit des avions. Mais mon conjoint n’est pas gêné non plus. Un peu plus en été avec les fenêtres ouvertes mais sinon RAS "
"736"|"22440379"|"18/06/2024 - 23:00"|"18/06/2024 - 23:00"|"18/06/2024 - 23:00"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"un homme"|"40-54"|"aussi sensible"|"Ragon"|"Non"|"Bruit de plus en plus présent. Les avions semblent maintenant passer au dessus de la piroterie ce qui n'était pas le cas il y a 10 ans "
"737"|"22454757"|"19/06/2024 - 17:22"|"19/06/2024 - 17:22"|"19/06/2024 - 17:22"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"une femme"|"65-79"|"aussi sensible"|"La Houssais"|"Oui"|"Le bruit est gênant dès que les fenêtres sont ouvertes ou dans le jardin. Nous devons dormir la fenêtre fermée. Nous arrêtons de parler quand nous sommes dehors car on ne se comprend pas.Ne serait il pas possible de faire décoller plus d'avions de Rennes, Angers, Brest, Bordeaux pour délester le trafic nantais et ses nuisances."
"738"|"22460850"|"20/06/2024 - 08:28"|"20/06/2024 - 08:28"|"20/06/2024 - 08:28"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"un homme"|"40-54"|"aussi sensible"|"Château"|"Oui"|""
"739"|"22461662"|"20/06/2024 - 09:13"|"20/06/2024 - 09:13"|"20/06/2024 - 09:13"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Beaucoup"|"une femme"|"40-54"|"un peu plus sensible"|"Château"|"Non"|"Bruit particulièrement gênant le matin  à la fin du couvre feu"
"740"|"22466475"|"20/06/2024 - 12:16"|"20/06/2024 - 12:16"|"20/06/2024 - 12:16"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Moyennement"|"une femme"|"25-39"|"un peu moins sensible"|"La Houssais"|"Non"|""
"741"|"22471950"|"20/06/2024 - 15:57"|"20/06/2024 - 15:57"|"20/06/2024 - 15:57"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"une femme"|"40-54"|"un peu plus sensible"|"Autre"|"Non"|"Quartier du chêne creux, normalement en dehors du PGS mais avec des avions passant au décollage juste au dessus de ma maison, et parfois après 23h "
"742"|"22475429"|"20/06/2024 - 18:17"|"20/06/2024 - 18:17"|"20/06/2024 - 18:17"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Beaucoup"|"une femme"|"55-64"|"aussi sensible"|"Pont-Rousseau"|"Non"|"Le planning horaire n’est pas respecté 
Surtout le soir tard"
"743"|"22476434"|"20/06/2024 - 19:26"|"20/06/2024 - 19:26"|"20/06/2024 - 19:26"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"une femme"|"40-54"|"aussi sensible"|"La Houssais"|"Non"|"Les nuisances sonores sont importantes, de jour, comme de nuit. 
Il n’est pas possible de dormir, être au téléphone ou suivre un film avec les fenêtres ouvertes. 
De plus, le couvre-feu n’est pas toujours respecté. Des avions décollent (puisque ce sont ces nuisances qui me concernent) au-delà de minuit. "
"744"|"22479975"|"21/06/2024 - 07:05"|"21/06/2024 - 07:05"|"21/06/2024 - 07:05"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"une femme"|"40-54"|"un peu plus sensible"|"La Houssais"|"Non"|"Je ne suis pas dans la zone III, pourtant suivant les vents, je pourrais compter les hublots des avions qui décollent. En extérieur, on est obligé d'attendre que l'avion soit passé pour continuer une conversation. Il y a des avions jusqu'à minuit et très tôt le matin, c'est vraiment difficile d'avoir un sommeil de qualité. "
"745"|"22490218"|"21/06/2024 - 15:28"|"21/06/2024 - 15:28"|"21/06/2024 - 15:28"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Extrêmement"|"un homme"|"55-64"|"aussi sensible"|"Château"|"Non"|"bonjour, le bruit est en forte augmentation du fait du nombres croissants de décollage au dessus de nos têtes !!!!"
"746"|"22490996"|"21/06/2024 - 16:02"|"21/06/2024 - 16:02"|"21/06/2024 - 16:02"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Moyennement"|"un homme"|"25-39"|"un peu plus sensible"|"Pont-Rousseau"|"Non"|""
"747"|"22495195"|"21/06/2024 - 20:37"|"21/06/2024 - 20:37"|"21/06/2024 - 20:37"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"une femme"|"25-39"|"un peu plus sensible"|"Ragon"|"Oui"|"Avions très régulier dès 6h le matin et parfois jusqu’à tard le soir. Ils passent au-dessus de chez nous principalement quand le temps est dégagé et qu’on souhaiterait profiter de l’extérieur. Une vraie gêne au quotidien. "
"748"|"22495512"|"21/06/2024 - 21:16"|"21/06/2024 - 21:16"|"21/06/2024 - 21:16"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Beaucoup"|"un homme"|"40-54"|"beaucoup plus sensible"|"Ragon"|"Oui"|""
"749"|"22496213"|"21/06/2024 - 22:56"|"21/06/2024 - 22:56"|"21/06/2024 - 22:56"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Pas du tout"|"Pas du tout"|"un homme"|"25-39"|"aussi sensible"|"Pont-Rousseau"|"Non"|""
"750"|"22496856"|"22/06/2024 - 06:39"|"22/06/2024 - 06:39"|"22/06/2024 - 06:39"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Légèrement"|"Légèrement"|"une femme"|"65-79"|"un peu moins sensible"|"Pont-Rousseau"|"Oui"|"Lorsque je suis dehors , j’entends  le passage des avions mais pas plus. "
"751"|"22497506"|"22/06/2024 - 09:32"|"22/06/2024 - 09:32"|"22/06/2024 - 09:32"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Beaucoup"|"Beaucoup"|"un homme"|"25-39"|"aussi sensible"|"La Houssais"|"Non"|"Pour plus de précisions : le bruit des avions réveille l’ensemble de la famille lors du balai des décollages le matin.
De plus, je considère que le bruit des avions est gênant lorsque vous êtes en extérieur et que vous devez stopper une conversation le temps qu’un avion passe. "
"752"|"22498455"|"22/06/2024 - 11:27"|"22/06/2024 - 11:27"|"22/06/2024 - 11:27"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Légèrement"|"une femme"|"25-39"|"aussi sensible"|"Rezé-Hôtel de ville"|"Oui"|""
"753"|"22498486"|"22/06/2024 - 11:29"|"22/06/2024 - 11:29"|"22/06/2024 - 11:29"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|""|"une femme"|"40-54"|"un peu plus sensible"|"La Blordière"|"Non"|"Les avions passent bas et au dessus de la maison de manière intensive "
"754"|"22499785"|"22/06/2024 - 14:18"|"22/06/2024 - 14:18"|"22/06/2024 - 14:18"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Extrêmement"|"Beaucoup"|"une femme"|"40-54"|""|"La Houssais"|"Oui"|"Non respect du couvre feu
Trop d'avions sur l'aéroport Nantes Atlantique, trafic important 
Entre 6h00 et 7h30 surtout c'est infernal 
Le weekend idem "
"755"|"22500982"|"22/06/2024 - 16:57"|"22/06/2024 - 16:57"|"22/06/2024 - 16:57"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Moyennement"|"Beaucoup"|"un homme"|"25-39"|"aussi sensible"|"Ragon"|"Non"|""
"756"|"22501486"|"22/06/2024 - 18:20"|"22/06/2024 - 18:20"|"22/06/2024 - 18:20"|"0"|"0.0.0.0"|"0"|"Anonymous"|"Pas du tout"|"Pas du tout"|"un homme"|"55-64"|"un peu plus sensible"|"Trentemoult-les Isles"|"Oui"|"En achetant à Trentemoult je pensais être gêné. Apres près de 3 ans ici, on entend parfois les avions mais cela n'est pas très gênant. Et pas du tout gêné la nuit."
